Time_hr,Choke_pct,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi
1215,44.83,124.05,237.2,169.72,2994.36
1216,39.83,118.36,239.83,171.42,3008.03
1217,37.09,112.15,241.02,172.71,3016.93
1218,37.09,107.74,243.93,173.58,3025.49
1219,37.09,104.46,244.48,173.62,3030.67
1220,42.09,105.54,244.31,174.14,3026.04
1221,47.09,110.09,242.51,173.58,3018.87
1222,52.09,115.62,239.91,172.51,3004.08
1223,56.57,122.31,236.41,170.78,2993.96
1224,56.57,126.87,233.71,168.95,2982.89
1225,56.57,130.28,233.1,167.24,2977.59
1226,56.57,131.98,231.33,166.62,2976.38
1227,56.57,133.89,228.46,164.85,2972.25
1228,56.57,135.67,229.02,165.35,2971.62
1229,56.57,136.34,229.93,164.25,2967.04
1230,56.57,136.18,229.4,164.76,2965.87
1231,56.57,137.0,228.38,164.99,2961.83
1232,56.57,138.22,228.29,164.92,2965.18
1233,56.57,137.78,227.4,164.39,2964.21
1234,56.57,138.3,228.65,166.94,2959.16
1235,56.57,138.76,228.22,166.21,2958.89
1236,56.57,138.32,230.16,166.84,2959.99
1237,51.57,135.99,229.68,166.44,2962.65
1238,46.57,130.18,232.36,168.21,2975.47
1239,41.57,122.61,236.23,170.45,2991.91
1240,36.57,113.93,239.8,171.78,3007.46
1241,31.57,105.91,243.42,173.88,3025.45
1242,26.57,96.11,248.37,176.77,3046.57
1243,23.09,87.56,251.1,178.97,3065.26
1244,23.09,81.48,254.18,180.82,3072.64
1245,23.09,77.3,254.52,182.44,3079.37
1246,23.09,75.12,255.84,183.41,3087.78
1247,23.09,73.61,256.83,183.62,3088.81
1248,28.09,74.88,255.58,183.56,3086.08
1249,33.09,79.61,253.36,182.49,3080.93
1250,38.09,85.89,251.01,180.41,3067.4
1251,43.09,92.84,247.53,179.13,3052.44
1252,48.09,100.61,246.06,176.99,3033.3
1253,53.09,109.65,242.02,175.7,3014.2
1254,58.09,119.84,239.13,172.03,2996.2
1255,63.09,129.12,234.15,169.04,2979.16
1256,68.09,139.82,228.77,164.5,2959.58
1257,73.09,150.07,224.66,161.73,2939.86
1258,68.09,154.7,223.26,160.66,2931.11
1259,63.09,153.95,224.88,160.96,2932.25
1260,58.09,150.12,226.83,163.78,2940.28
1261,53.09,144.57,228.49,163.18,2952.8
1262,48.09,137.56,231.38,165.0,2965.6
1263,43.09,129.23,235.36,167.44,2985.79
1264,38.09,120.68,237.19,170.25,3000.76
1265,33.09,110.22,242.7,173.78,3019.91
1266,28.69,101.31,244.76,176.1,3039.46
1267,28.69,94.47,245.05,177.92,3051.19
1268,28.69,90.28,248.52,179.89,3060.19
1269,28.69,87.87,248.7,181.16,3067.24
1270,28.69,84.96,248.84,181.05,3069.59
1271,28.69,83.93,249.82,180.89,3071.33
1272,28.69,83.39,251.14,181.31,3073.56
1273,28.69,83.09,251.3,182.81,3075.76
1274,28.69,82.16,254.67,181.95,3076.17
1275,33.69,84.12,254.12,182.65,3074.2
1276,38.69,89.88,251.24,180.6,3059.85
1277,43.69,97.46,248.54,178.16,3049.49
1278,48.69,104.41,245.24,175.81,3034.57
1279,53.69,112.88,239.72,173.46,3018.64
1280,58.69,121.98,236.73,170.02,2999.04
1281,63.69,131.2,233.26,167.58,2980.46
1282,68.69,141.66,229.43,165.16,2957.77
1283,73.69,151.59,224.17,162.07,2936.84
1284,78.69,161.2,217.71,158.75,2917.02
1285,79.14,168.02,215.05,158.4,2904.24
1286,74.14,171.15,214.91,158.47,2898.11
1287,69.14,169.04,213.03,159.43,2904.64
1288,64.14,164.46,215.55,159.45,2913.2
1289,60.33,159.69,216.85,161.09,2922.67
1290,60.33,155.85,219.97,161.75,2929.65
1291,60.33,152.99,222.66,162.7,2935.18
1292,60.33,150.47,223.19,163.75,2938.69
1293,60.33,149.66,225.71,164.6,2941.26
1294,60.33,148.51,223.16,164.22,2942.21
1295,60.33,148.16,223.77,163.84,2939.98
1296,60.33,147.25,224.83,165.2,2941.78
1297,60.33,147.25,226.04,164.13,2943.96
1298,60.33,146.71,226.81,164.16,2945.36
1299,60.33,146.31,227.18,165.72,2943.72
1300,60.33,146.25,226.97,165.77,2943.47
1301,60.33,144.97,227.95,165.79,2940.93
1302,60.33,145.18,228.84,166.35,2944.52
1303,60.33,145.55,227.99,165.48,2947.4
1304,60.33,145.45,226.5,165.79,2947.08
1305,60.33,146.51,225.59,165.15,2945.1
1306,60.33,146.57,224.14,164.35,2942.68
1307,60.33,146.95,225.33,162.8,2946.53
1308,60.33,148.12,225.49,162.59,2952.21
1309,60.33,147.03,225.57,163.1,2953.22
1310,55.33,143.96,226.46,163.45,2956.86
1311,50.33,137.97,228.98,164.9,2963.4
1312,45.33,131.77,231.55,166.26,2976.93
1313,40.33,123.68,233.45,169.39,2990.94
1314,35.33,115.69,238.4,171.89,3007.66
1315,34.26,108.51,242.24,174.14,3021.76
1316,34.26,103.57,243.72,175.46,3027.89
1317,34.26,100.57,245.65,176.03,3040.16
1318,34.26,98.02,245.67,177.74,3045.74
1319,34.26,96.4,246.29,178.61,3048.33
1320,34.26,95.34,245.25,178.52,3054.11
1321,34.26,93.94,245.82,178.44,3052.28
1322,34.26,92.23,246.6,178.85,3053.33
1323,34.26,92.07,247.41,179.85,3053.78
1324,34.26,91.75,247.66,180.19,3057.31
1325,34.26,91.49,248.21,180.24,3054.96
1326,34.26,91.64,247.03,178.58,3056.04
1327,34.26,91.54,247.87,178.83,3054.11
1328,34.26,91.64,247.03,180.13,3052.0
1329,34.26,91.63,246.63,180.38,3052.57
1330,34.26,91.46,248.24,180.12,3054.67
1331,34.26,91.12,247.12,180.0,3054.46
1332,34.26,91.68,247.65,180.0,3051.71
1333,39.26,95.85,246.59,179.49,3045.06
1334,42.07,99.75,243.95,178.43,3037.83
1335,42.07,102.34,244.11,176.35,3032.11
1336,42.07,104.37,245.62,175.76,3030.65
1337,42.07,105.51,246.51,174.06,3028.64
1338,42.07,105.55,242.7,174.51,3027.32
1339,42.07,106.24,242.42,177.06,3025.61
1340,42.07,107.13,241.69,176.61,3024.44
1341,42.07,107.29,243.64,177.0,3024.38
1342,42.07,106.45,242.83,178.49,3023.6
1343,42.07,107.57,244.07,177.54,3021.83
1344,42.07,106.58,244.17,176.06,3022.63
1345,42.07,106.49,243.3,175.69,3023.37
1346,42.07,106.48,244.15,174.94,3020.01
1347,42.07,106.99,243.58,175.01,3023.73
1348,42.07,107.27,243.03,174.05,3025.24
1349,42.07,107.69,242.34,172.74,3027.56
1350,42.07,107.27,241.69,173.63,3023.89
1351,42.07,106.84,239.7,174.55,3022.63
1352,42.07,108.76,239.44,173.87,3021.71
1353,47.07,111.9,238.43,173.73,3013.93
1354,52.07,116.44,235.04,170.46,3003.11
1355,57.07,123.31,232.49,170.04,2992.73
1356,58.01,128.7,229.29,168.14,2980.62
1357,58.01,132.31,228.14,166.73,2972.56
1358,58.01,134.85,228.24,166.56,2965.88
1359,58.01,137.57,227.13,164.85,2963.78
1360,58.01,138.44,227.65,163.03,2964.34
1361,58.01,139.79,226.19,162.5,2965.29
1362,58.01,140.03,225.84,161.49,2961.9
1363,58.01,140.46,227.14,161.48,2957.2
1364,58.01,141.09,228.34,161.34,2959.11
1365,58.01,141.33,229.27,162.44,2953.23
1366,58.01,141.4,229.88,162.55,2953.39
1367,58.01,141.44,226.36,164.68,2952.48
1368,58.01,141.81,226.7,165.84,2954.45
1369,58.01,141.7,226.13,166.28,2951.27
1370,58.01,142.06,225.53,166.96,2953.12
1371,53.01,139.16,227.64,165.93,2958.67
1372,48.01,134.0,230.55,168.45,2971.38
1373,43.01,126.41,232.98,170.26,2981.14
1374,38.01,119.27,237.26,173.32,2995.74
1375,33.01,110.91,243.4,174.32,3016.97
1376,28.01,101.28,245.27,177.38,3038.25
1377,25.42,92.61,249.99,178.26,3051.76
1378,25.42,86.91,252.16,179.63,3065.83
1379,25.42,83.12,254.51,181.07,3075.26
1380,25.42,79.97,257.35,181.52,3084.86
1381,25.42,78.01,255.9,183.59,3087.63
1382,25.42,77.05,257.49,184.2,3088.13
1383,25.42,76.43,257.38,184.92,3085.36
1384,25.42,75.74,256.67,186.19,3088.97
1385,25.42,75.15,257.29,184.96,3093.5
1386,25.42,75.61,257.63,186.17,3092.29
1387,25.42,74.54,257.52,186.09,3091.79
1388,25.42,74.46,257.71,184.89,3093.26
1389,25.42,74.57,257.71,185.77,3090.82
1390,25.42,74.44,256.36,184.57,3090.29
1391,25.42,73.65,256.04,184.45,3092.85
1392,25.42,73.41,254.78,185.45,3091.3
1393,25.42,73.37,255.93,185.4,3094.07
1394,25.42,73.61,255.43,186.95,3094.21
1395,25.42,73.47,256.9,186.49,3094.72
1396,30.42,77.84,255.34,184.81,3088.21
1397,35.42,83.33,251.67,181.42,3075.95
1398,39.25,88.24,249.15,180.33,3061.93
1399,39.25,91.78,247.88,179.86,3050.51
1400,39.25,95.38,247.73,179.6,3048.34
1401,39.25,98.59,246.46,178.74,3043.56
1402,39.25,99.74,247.46,176.98,3039.32
1403,39.25,101.23,247.64,176.53,3039.78
1404,39.25,101.76,248.25,176.57,3040.45
1405,34.25,100.13,249.13,177.47,3046.61
1406,29.25,94.33,252.88,179.11,3055.23
1407,24.25,86.89,255.57,181.71,3067.11
1408,22.45,81.25,255.33,183.3,3079.6
1409,22.45,77.87,255.9,183.25,3085.65
1410,22.45,73.98,258.41,185.47,3092.31
1411,22.45,72.54,258.96,185.71,3095.67
1412,22.45,70.76,257.66,186.17,3098.61
1413,22.45,70.05,258.4,186.15,3099.0
1414,22.45,69.21,259.55,185.35,3101.19
1415,22.45,68.71,258.91,185.23,3103.01
1416,22.45,67.67,259.53,184.91,3105.95
1417,22.45,68.68,258.75,185.82,3104.43
1418,22.45,68.74,257.8,186.42,3103.07
1419,22.45,68.15,257.37,187.11,3102.19
1420,22.45,68.12,257.75,186.85,3103.55
1421,22.45,67.45,258.58,187.98,3102.65
1422,22.45,67.94,260.44,186.89,3100.66
1423,22.45,67.85,259.7,188.28,3102.25
1424,27.45,70.39,257.23,187.73,3095.85
1425,32.45,75.73,256.26,185.18,3086.12
1426,37.45,82.6,253.95,183.36,3072.66
1427,42.45,90.59,249.94,179.53,3057.9
1428,47.45,100.25,245.26,176.51,3039.0
1429,50.73,108.49,242.43,174.3,3021.55
1430,50.73,113.95,238.44,172.99,3012.91
1431,50.73,117.1,235.68,173.23,3003.9
1432,50.73,120.49,235.13,172.0,2999.69
1433,50.73,121.86,235.03,170.96,2993.23
1434,50.73,123.43,234.56,170.42,2988.93
1435,50.73,125.15,235.37,170.93,2987.72
1436,50.73,124.7,237.02,170.47,2985.99
1437,50.73,125.45,237.38,170.18,2988.84
1438,50.73,126.32,235.4,169.46,2990.19
1439,55.73,128.17,233.58,167.45,2981.96
1440,58.71,132.56,231.3,166.2,2971.21
1441,58.71,136.92,231.92,164.84,2969.03
1442,58.71,138.64,230.62,164.77,2963.03
1443,58.71,140.52,229.71,164.39,2957.54
1444,58.71,140.91,227.3,164.52,2953.91
1445,58.71,141.49,228.63,165.55,2953.7
1446,58.71,141.99,230.07,165.74,2952.96
1447,58.71,141.67,229.59,166.11,2951.83
1448,61.46,144.03,227.76,165.07,2943.87
1449,61.46,145.43,227.81,163.98,2943.38
1450,61.46,146.14,227.23,163.55,2941.05
1451,61.46,147.68,227.4,162.94,2942.3
1452,61.46,148.36,227.23,161.64,2944.19
1453,61.46,148.29,226.11,164.2,2944.1
1454,61.46,148.32,223.48,164.99,2940.74
1455,61.46,148.04,223.51,165.56,2942.63
1456,61.46,148.27,224.17,164.35,2942.69
1457,61.46,148.54,225.3,164.76,2943.43
1458,61.46,148.52,225.86,164.19,2940.81
1459,61.46,148.48,225.59,164.6,2940.76
1460,61.46,148.05,225.38,164.25,2941.47
1461,61.46,148.81,226.19,163.44,2940.36
1462,66.46,151.51,225.09,163.6,2933.89
1463,71.46,156.96,223.74,162.06,2924.56
1464,76.2,163.28,220.72,158.99,2908.91
1465,76.2,168.13,217.34,157.4,2897.34
1466,76.2,172.18,216.69,154.9,2894.08
1467,76.2,174.13,215.97,154.66,2889.89
1468,76.2,175.81,215.81,153.55,2888.12
1469,76.2,177.62,215.21,155.63,2884.61
1470,71.2,175.67,215.32,157.11,2889.5
1471,66.2,170.49,218.15,157.67,2896.41
1472,61.2,163.64,220.8,160.46,2910.59
1473,56.2,156.62,222.03,161.85,2926.02
1474,51.2,147.83,225.68,164.63,2942.81
1475,46.2,138.66,229.45,166.19,2961.52
1476,41.2,128.95,233.33,168.94,2981.3
1477,46.2,125.16,236.13,169.01,2987.25
1478,51.2,127.26,234.43,168.0,2988.03
1479,56.2,129.45,232.69,169.2,2977.71
1480,61.2,134.18,228.86,168.14,2969.53
1481,66.2,141.38,227.01,166.9,2958.83
1482,71.2,149.7,221.38,163.35,2940.61
1483,75.48,158.21,218.4,161.66,2925.87
1484,75.48,164.22,217.6,159.86,2913.13
1485,75.48,168.96,216.01,159.96,2901.21
1486,75.48,171.57,214.7,158.74,2898.27
1487,75.48,173.64,212.49,158.2,2895.2
1488,75.48,174.13,212.36,155.88,2890.2
1489,75.48,174.99,213.08,155.63,2885.46
1490,75.48,176.49,211.34,155.62,2883.09
1491,75.48,176.91,212.06,155.76,2885.73
1492,75.48,177.35,212.37,155.1,2885.27
1493,75.48,177.92,212.18,153.54,2885.24
1494,75.48,178.28,211.47,152.86,2887.52
1495,75.48,178.59,211.42,152.51,2884.51
1496,75.48,179.22,211.75,152.73,2885.07
1497,75.48,178.6,213.35,154.41,2883.51
1498,75.48,178.26,210.34,153.31,2880.67
1499,75.48,178.4,210.53,152.66,2880.8
1500,75.48,178.69,211.52,151.75,2881.2
1501,75.48,177.94,212.59,153.27,2879.93
1502,75.48,177.73,211.97,151.9,2881.52
1503,70.48,174.68,214.32,152.76,2887.02
1504,65.48,168.78,215.34,154.2,2900.4
1505,60.48,161.9,218.53,156.75,2911.53
1506,55.48,154.2,222.59,158.77,2929.78
1507,50.48,145.32,225.7,162.48,2945.92
1508,45.48,136.39,229.4,165.65,2960.07
1509,40.48,126.06,234.26,169.5,2979.22
1510,35.48,116.48,238.7,172.82,2996.69
1511,35.48,109.44,241.18,175.15,3017.98
1512,35.48,104.84,241.84,176.54,3030.53
1513,35.48,101.8,242.8,177.96,3038.0
1514,35.48,99.09,244.76,178.98,3044.26
1515,35.48,97.68,245.4,179.88,3043.86
1516,35.48,96.95,244.83,180.39,3045.49
1517,35.48,96.85,246.29,178.91,3049.99
1518,35.48,96.92,247.71,178.24,3049.68
1519,35.48,96.27,247.11,179.74,3050.36
1520,35.48,94.38,247.74,179.15,3050.4
1521,35.48,94.24,248.65,179.92,3051.15
1522,35.48,94.15,248.43,179.57,3049.5
1523,35.48,94.54,248.78,180.55,3052.46
1524,40.48,97.34,248.04,178.34,3047.11
1525,45.48,102.53,244.33,176.87,3030.33
1526,50.48,108.69,241.22,174.79,3016.89
1527,55.48,116.25,237.06,172.68,3003.09
1528,60.48,125.46,234.77,170.31,2984.47
1529,65.48,134.94,229.26,167.34,2968.85
1530,69.03,144.29,227.24,164.47,2953.91
1531,69.03,150.4,225.9,162.69,2942.17
1532,69.03,155.51,223.3,161.63,2935.11
1533,69.03,158.28,220.35,162.43,2926.66
1534,69.03,160.37,220.76,160.79,2919.66
1535,69.03,161.87,218.1,159.9,2917.27
1536,69.03,162.67,216.49,160.78,2915.32
1537,69.03,164.07,216.64,159.41,2914.28
1538,69.03,164.23,215.83,160.34,2911.77
1539,69.03,163.54,217.77,159.41,2910.04
1540,69.03,163.08,219.54,158.13,2910.16
1541,69.03,164.11,219.46,158.22,2906.73
1542,64.03,160.81,220.52,158.6,2914.43
1543,59.03,156.1,223.39,159.41,2930.12
1544,54.03,149.69,225.78,162.73,2947.73
1545,51.78,142.69,227.84,162.69,2958.55
1546,51.78,138.68,229.47,164.04,2961.65
1547,51.78,135.89,232.1,165.03,2968.79
1548,51.78,132.96,232.95,165.89,2971.39
1549,51.78,131.31,232.69,167.11,2972.11
1550,51.78,130.34,232.86,166.78,2978.83
1551,51.78,129.43,232.35,166.64,2983.53
1552,51.78,129.5,231.73,168.21,2983.63
1553,46.78,126.25,233.24,168.73,2990.28
1554,41.78,120.42,237.8,169.57,3003.62
1555,36.78,113.41,240.83,172.75,3014.94
1556,31.78,105.84,241.29,174.63,3028.56
1557,26.78,96.33,245.46,177.73,3047.66
1558,25.59,89.67,248.25,180.1,3061.37
1559,25.59,85.36,251.64,181.49,3068.93
1560,25.59,81.54,252.69,182.18,3076.55
1561,25.59,79.56,253.92,182.94,3081.63
1562,25.59,77.55,253.91,182.05,3083.51
1563,25.59,76.64,254.13,182.64,3087.15
1564,25.59,76.03,253.9,184.04,3091.02
1565,25.59,74.77,254.0,185.17,3091.18
1566,25.59,73.35,253.49,184.82,3089.26
1567,25.59,73.26,254.57,185.94,3089.67
1568,25.59,73.94,256.72,186.7,3091.1
1569,25.59,72.89,257.26,186.92,3091.37
1570,25.59,74.02,258.03,186.69,3093.89
1571,25.59,74.1,255.22,185.68,3095.88
1572,25.59,73.58,255.52,184.54,3098.44
1573,25.59,74.47,255.07,184.69,3095.31
1574,25.59,74.55,256.15,185.32,3095.14
1575,25.59,75.78,255.37,183.75,3093.58
1576,25.59,74.38,254.36,183.22,3091.42
1577,25.59,73.71,255.66,183.24,3091.4
1578,25.59,74.16,255.29,183.45,3092.47
1579,25.59,73.06,253.41,184.09,3093.47
1580,30.59,77.44,253.29,184.01,3086.5
1581,35.59,82.78,253.36,180.7,3076.54
1582,40.59,90.58,250.68,180.51,3061.18
1583,45.59,98.11,247.2,176.38,3043.05
1584,50.59,106.0,244.2,175.06,3027.05
1585,55.59,115.63,239.77,173.49,3008.91
1586,60.59,125.14,235.21,171.09,2989.06
1587,65.59,135.41,229.81,167.08,2971.08
1588,70.59,145.21,225.35,164.96,2949.6
1589,74.03,154.18,223.16,163.38,2934.59
1590,74.03,160.42,221.46,160.28,2919.13
1591,74.03,163.76,220.71,158.18,2909.87
1592,74.03,166.81,219.2,157.1,2901.03
1593,74.03,169.62,216.02,155.98,2893.23
1594,74.03,170.66,215.41,154.29,2889.03
1595,74.03,172.1,214.25,156.27,2892.72
1596,74.03,172.67,214.55,156.66,2890.43
1597,74.03,172.76,214.18,156.2,2889.16
1598,74.03,173.79,213.19,155.1,2889.36
1599,74.03,174.48,212.07,155.98,2885.74
1600,69.03,171.33,213.55,156.26,2891.92
1601,64.03,167.2,215.35,159.81,2904.54
1602,59.03,160.27,219.28,163.26,2916.82
1603,54.03,151.67,222.16,164.59,2930.25
1604,49.03,143.06,227.97,166.51,2948.82
1605,44.03,133.57,232.59,167.97,2972.39
1606,40.34,125.88,236.18,170.31,2991.91
1607,40.34,120.08,237.63,171.53,3000.86
1608,40.34,115.68,240.11,171.73,3008.86
1609,40.34,111.71,240.29,173.39,3013.9
1610,40.34,109.47,239.68,174.26,3018.81
1611,40.34,107.68,240.7,174.87,3020.71
1612,40.34,106.05,243.4,174.64,3023.47
1613,45.34,109.31,245.67,173.09,3020.2
1614,50.34,113.88,241.84,171.53,3008.46
1615,55.34,120.56,236.87,170.86,2996.3
1616,60.34,128.62,233.05,168.45,2981.95
1617,63.56,135.49,229.62,165.79,2965.5
1618,63.56,139.83,228.91,164.06,2958.1
1619,63.56,144.46,225.79,162.53,2955.71
1620,63.56,148.04,224.86,162.54,2947.65
1621,63.56,149.88,223.53,160.71,2940.63
1622,63.56,150.97,222.18,161.0,2936.21
1623,63.56,151.33,223.22,161.46,2935.25
1624,63.56,152.41,223.57,162.74,2933.67
1625,63.56,152.51,222.04,162.13,2935.42
1626,63.56,153.45,223.23,160.62,2936.88
1627,63.56,152.54,224.0,160.7,2937.14
1628,63.56,152.15,224.81,159.88,2934.58
1629,63.56,152.05,222.45,160.55,2937.73
1630,63.56,153.81,222.65,161.84,2936.79
1631,63.56,153.96,222.35,162.0,2936.75
1632,63.56,153.52,222.41,161.91,2937.29
1633,63.56,152.97,222.47,163.43,2938.35
1634,63.56,153.8,222.6,163.22,2938.77
1635,63.56,154.48,220.71,161.76,2939.67
1636,63.56,154.04,220.66,160.79,2936.58
1637,63.56,153.17,223.39,161.09,2935.41
1638,63.56,153.55,224.18,162.08,2936.85
1639,63.56,153.21,223.47,162.63,2934.66
1640,68.56,156.44,222.31,162.13,2924.32
1641,73.23,162.0,219.62,160.88,2916.32
1642,73.23,166.33,219.31,160.51,2912.05
1643,73.23,168.71,217.78,159.87,2907.63
1644,73.23,170.07,217.08,158.7,2901.37
1645,73.23,171.83,216.24,159.55,2895.44
1646,73.23,172.13,215.63,159.42,2895.35
1647,73.23,172.78,214.04,157.48,2895.12
1648,73.23,172.4,213.53,157.46,2892.36
1649,73.23,173.61,214.92,155.78,2890.52
1650,73.23,172.52,213.89,156.48,2890.27
1651,73.23,173.12,212.43,156.99,2889.82
1652,73.23,173.33,212.84,155.7,2888.3
1653,73.23,173.94,213.62,156.65,2890.2
1654,73.23,173.96,212.03,156.26,2890.82
1655,73.23,174.88,213.34,157.43,2892.51
1656,73.23,174.19,213.68,157.21,2890.61
1657,73.23,173.88,213.6,158.15,2887.0
1658,73.23,174.45,212.81,156.43,2891.0
1659,73.23,174.61,214.45,156.96,2895.55
1660,73.23,174.64,214.19,156.96,2897.11
1661,73.23,173.99,213.51,156.45,2891.51
1662,73.23,173.99,211.8,156.38,2893.52
1663,73.23,173.69,214.17,155.11,2895.58
1664,68.23,170.9,213.78,158.47,2900.82
1665,63.23,165.02,215.17,159.37,2910.65
1666,58.52,158.44,218.52,161.53,2922.94
1667,58.52,152.81,221.01,160.64,2933.03
1668,58.52,149.34,223.07,162.97,2937.49
1669,58.52,147.94,223.92,164.95,2941.77
1670,58.52,146.01,225.63,164.58,2943.82
1671,53.52,141.68,227.44,166.65,2949.37
1672,48.52,135.76,230.73,168.07,2966.04
1673,43.52,128.41,233.58,170.29,2981.59
1674,38.52,119.96,237.62,171.75,2997.35
1675,33.52,110.83,242.64,171.61,3016.7
1676,29.7,102.31,244.15,175.03,3035.22
1677,29.7,96.62,244.23,178.27,3045.76
1678,29.7,92.69,247.69,178.74,3055.93
1679,29.7,89.4,247.29,180.71,3060.19
1680,29.7,86.86,248.68,181.37,3064.6
1681,29.7,85.79,248.72,181.02,3067.57
1682,29.7,85.71,249.97,182.24,3069.95
1683,29.7,84.46,250.71,182.08,3072.76
1684,29.7,84.52,251.84,183.06,3071.58
1685,29.7,83.67,251.55,183.05,3071.97
1686,29.7,83.64,251.13,182.82,3074.33
1687,29.7,82.23,253.9,182.4,3070.56
1688,29.7,82.35,253.74,182.27,3073.96
1689,29.7,82.73,253.9,182.61,3074.14
1690,29.7,83.51,252.23,182.59,3074.61
1691,29.7,83.57,251.7,181.07,3075.12
1692,29.7,83.35,253.66,180.39,3077.48
1693,29.7,84.24,253.17,179.89,3076.0
1694,29.7,83.68,253.76,180.11,3078.89
1695,29.7,82.73,251.88,181.61,3073.26
1696,29.7,82.52,255.41,181.78,3071.62
1697,29.7,82.44,254.72,182.03,3074.04
1698,34.7,85.05,254.62,181.37,3069.56
1699,39.7,90.23,252.8,179.61,3059.23
1700,44.7,96.85,247.9,178.23,3044.25
1701,49.7,104.68,243.47,176.37,3027.1
1702,54.7,113.68,239.67,172.08,3007.11
1703,49.7,117.05,237.62,172.36,3004.29
1704,44.7,116.46,240.08,172.54,3007.98
1705,39.7,112.24,243.79,175.22,3015.59
1706,34.7,106.62,246.65,176.29,3025.88
1707,29.7,99.78,248.71,178.2,3039.03
1708,26.09,91.42,251.29,180.77,3054.0
1709,26.09,87.15,252.16,181.0,3064.79
1710,26.09,83.4,254.24,181.38,3075.22
1711,26.09,81.8,254.88,183.27,3077.67
1712,26.09,80.23,256.42,184.29,3081.47
1713,26.09,77.12,255.81,183.8,3082.2
1714,26.09,76.48,255.6,183.31,3082.55
1715,26.09,75.61,257.0,183.09,3083.88
1716,26.09,75.14,257.2,183.83,3079.76
1717,26.09,75.54,258.43,183.15,3081.01
1718,26.09,75.09,257.1,183.69,3079.95
1719,26.09,74.44,258.47,183.14,3085.58
1720,26.09,74.72,256.07,184.01,3086.8
1721,26.09,74.51,256.45,184.49,3089.3
1722,26.09,75.18,256.88,183.35,3088.69
1723,26.09,76.54,257.5,185.54,3092.0
1724,21.09,72.98,258.86,186.05,3094.36
1725,20.3,69.89,260.93,186.1,3101.29
1726,20.3,68.14,260.26,186.26,3103.29
1727,20.3,66.08,259.41,186.0,3109.56
1728,20.3,64.59,260.23,186.15,3113.46
1729,20.3,64.66,261.54,186.89,3113.38
1730,20.3,63.46,263.54,186.56,3115.11
1731,20.3,63.74,262.44,187.77,3116.52
1732,20.3,64.27,261.76,186.76,3114.97
1733,25.3,67.04,260.46,185.86,3104.78
1734,30.3,72.25,260.11,185.02,3096.38
1735,35.3,79.1,256.94,183.9,3083.78
1736,40.3,86.61,252.18,181.28,3068.49
1737,45.3,95.01,248.61,179.09,3052.53
1738,50.3,104.84,244.52,175.26,3032.69
1739,52.92,112.75,239.04,174.27,3016.49
1740,52.92,118.46,238.4,171.96,3006.0
1741,52.92,122.21,236.41,170.23,3000.85
1742,52.92,124.7,235.9,168.13,2996.27
1743,52.92,127.16,234.94,167.98,2991.51
1744,52.92,129.5,232.4,168.69,2985.55
1745,52.92,129.98,232.14,168.21,2983.18
1746,52.92,129.76,233.24,166.79,2982.62
1747,52.92,130.01,231.81,167.39,2978.04
1748,52.92,130.37,230.55,168.01,2976.09
1749,52.92,130.38,231.39,167.47,2976.46
1750,52.92,129.85,232.32,169.11,2982.42
1751,52.92,130.28,233.12,167.43,2984.02
1752,52.92,130.93,232.41,168.66,2981.62
1753,52.92,130.76,232.87,167.69,2982.49
1754,52.92,130.35,231.67,167.13,2982.58
1755,57.92,133.43,229.18,166.08,2974.76
1756,59.12,136.05,227.31,167.3,2966.12
1757,59.12,138.32,226.79,166.13,2963.04
1758,59.12,140.54,226.49,164.66,2962.19
1759,59.12,141.58,228.31,162.83,2959.43
1760,59.12,143.31,227.5,163.16,2957.71
1761,59.12,143.28,226.98,163.3,2954.65
1762,59.12,144.15,227.38,163.87,2955.38
1763,59.12,144.02,226.43,163.58,2954.28
1764,59.12,143.53,226.04,163.46,2957.76
1765,62.73,144.6,225.11,164.51,2951.64
1766,62.73,147.12,224.74,163.33,2942.62
1767,62.73,148.61,223.61,162.4,2939.8
1768,62.73,150.42,225.99,162.56,2937.89
1769,62.73,150.22,225.73,163.93,2936.99
1770,62.73,149.49,225.74,164.25,2933.68
1771,62.73,150.25,225.53,163.62,2932.95
1772,62.73,151.2,224.53,162.06,2929.93
1773,62.73,151.99,224.85,162.22,2931.03
1774,62.73,151.65,223.38,161.92,2928.44
1775,57.73,148.16,224.47,163.44,2937.09
1776,52.73,143.33,228.24,165.76,2950.46
1777,47.73,136.41,229.9,168.03,2968.54
1778,42.73,128.58,235.31,168.71,2981.83
1779,39.52,121.33,238.31,172.03,2997.45
1780,39.52,115.4,239.93,172.08,3006.16
1781,39.52,112.16,242.15,173.63,3011.07
1782,39.52,109.24,241.61,175.37,3016.78
1783,39.52,106.82,242.49,175.13,3024.91
1784,39.52,105.31,241.67,173.76,3027.58
1785,39.52,104.34,241.07,175.47,3030.84
1786,39.52,103.92,243.44,176.24,3030.14
1787,39.52,103.12,244.55,176.57,3031.64
1788,39.52,102.66,245.12,175.88,3032.14
1789,39.52,103.49,244.26,174.74,3030.59
1790,39.52,103.84,244.56,175.1,3030.6
1791,39.52,103.83,243.67,175.7,3030.16
1792,39.52,103.13,243.26,175.58,3031.21
1793,39.52,103.21,239.92,175.14,3031.26
1794,39.52,103.9,240.19,175.62,3035.07
1795,39.52,102.97,241.86,175.18,3033.74
